date,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
2020-11-25 01:00:00,680.92,0.01,18.17,33.26,8.58,120.64,132.55,4.5,5
2020-11-25 02:00:00,867.84,1.15,22.96,28.61,13.83,147.23,161.81,4.18,5
2020-11-25 03:00:00,1068.12,5.2,23.65,37.91,26.46,186.13,203.63,1.46,5
2020-11-25 04:00:00,1281.74,7.49,28.79,62.23,62.94,250.55,270.87,0.0,5
2020-11-25 05:00:00,1361.85,6.71,30.85,95.84,78.2,286.81,307.6,0.0,5
2020-11-25 06:00:00,1348.5,3.8,26.39,155.93,82.02,312.68,333.02,0.0,5
2020-11-25 07:00:00,961.3,1.17,12.51,214.58,55.31,249.75,263.69,0.0,5
2020-11-25 08:00:00,821.11,0.7,9.17,234.6,44.35,216.72,227.98,0.0,5
2020-11-25 09:00:00,787.74,0.64,10.71,240.33,43.39,198.67,208.88,0.0,5
2020-11-25 10:00:00,867.84,0.73,18.17,220.3,41.01,190.09,200.3,0.29,5
2020-11-25 11:00:00,1054.76,0.39,31.19,178.81,39.1,188.59,199.73,3.86,5
2020-11-25 12:00:00,1268.39,0.01,40.78,131.61,36.72,183.71,195.78,7.28,5
2020-11-25 13:00:00,1361.85,0.0,43.87,98.71,35.76,176.37,189.14,9.37,5
2020-11-25 14:00:00,1255.04,0.0,37.7,87.26,32.42,168.46,181.71,9.75,5
2020-11-25 15:00:00,1108.17,0.0,31.53,87.26,28.61,166.31,179.92,9.63,5
2020-11-25 16:00:00,1054.76,0.0,29.47,86.55,27.9,170.04,183.79,9.37,5
2020-11-25 17:00:00,1081.47,0.0,28.79,82.25,24.56,176.25,190.59,9.88,5
2020-11-25 18:00:00,1068.12,0.0,27.08,75.82,19.07,179.42,193.76,10.26,5
2020-11-25 19:00:00,1001.36,0.0,23.31,68.67,12.88,176.99,190.52,10.13,5
2020-11-25 20:00:00,921.25,0.0,19.54,62.94,9.18,174.15,187.08,8.87,5
2020-11-25 21:00:00,854.49,0.0,17.14,57.94,7.63,174.07,186.77,6.46,5
2020-11-25 22:00:00,821.11,0.0,14.91,54.36,6.97,178.1,191.03,4.69,5
2020-11-25 23:00:00,827.79,0.0,13.54,51.5,7.33,189.39,203.02,3.48,5
2020-11-26 00:00:00,881.2,0.0,13.71,47.92,8.82,206.36,220.71,2.66,5
2020-11-26 01:00:00,1001.36,0.0,17.82,41.13,12.16,228.28,243.59,1.96,5
2020-11-26 02:00:00,1188.28,0.55,23.31,32.9,15.97,248.82,265.58,1.77,5
2020-11-26 03:00:00,1321.79,3.1,24.33,36.84,21.94,263.81,282.27,0.45,5
2020-11-26 04:00:00,1281.74,4.19,25.02,55.79,38.62,274.17,293.83,0.0,5
2020-11-26 05:00:00,1308.44,4.53,29.13,76.53,55.79,295.11,315.68,0.0,5
2020-11-26 06:00:00,1321.79,3.74,32.9,107.29,70.57,320.35,341.59,0.0,5
2020-11-26 07:00:00,1134.87,1.75,25.71,153.07,63.9,302.18,320.24,0.0,5
2020-11-26 08:00:00,1068.12,1.03,23.65,180.24,59.13,288.35,304.59,0.0,5
2020-11-26 09:00:00,1028.06,0.62,22.96,191.69,56.27,269.68,284.42,0.0,5
2020-11-26 10:00:00,1028.06,0.25,24.33,181.68,51.5,248.25,261.84,0.0,5
2020-11-26 11:00:00,1068.12,0.07,28.1,157.36,46.73,227.3,240.21,0.0,5
2020-11-26 12:00:00,1121.52,0.0,31.19,130.18,45.3,208.55,220.91,0.0,5
2020-11-26 13:00:00,1174.93,0.0,33.59,108.72,45.3,195.0,207.39,1.46,5
2020-11-26 14:00:00,1174.93,0.0,31.53,95.84,39.1,184.6,197.61,4.37,5
2020-11-26 15:00:00,1134.87,0.0,28.79,88.69,31.95,175.22,188.96,6.59,5
2020-11-26 16:00:00,1081.47,0.0,28.45,80.82,28.61,166.48,180.58,7.79,5
2020-11-26 17:00:00,1001.36,0.0,26.05,75.1,25.03,155.01,168.9,8.23,5
2020-11-26 18:00:00,881.2,0.0,21.08,72.96,18.12,139.85,152.83,8.04,5
2020-11-26 19:00:00,781.06,0.0,16.45,70.1,10.85,127.61,139.43,7.73,5
2020-11-26 20:00:00,720.98,0.0,14.05,61.51,6.5,119.72,130.81,8.74,5
2020-11-26 21:00:00,680.92,0.0,12.85,52.93,4.83,114.72,125.44,9.75,5
2020-11-26 22:00:00,647.54,0.0,11.48,47.92,3.79,110.69,121.16,10.13,5
2020-11-26 23:00:00,620.84,0.0,9.85,47.21,2.98,107.04,117.14,9.37,5
2020-11-27 00:00:00,607.49,0.0,9.0,49.35,2.65,105.37,114.86,8.23,5
2020-11-27 01:00:00,620.84,0.0,11.14,55.79,4.47,112.51,121.63,6.52,5
2020-11-27 02:00:00,707.63,0.05,16.11,54.36,8.23,129.23,138.68,5.51,5
2020-11-27 03:00:00,787.74,0.42,19.54,51.5,12.76,148.08,157.88,4.02,5
2020-11-27 04:00:00,727.65,1.33,20.05,54.36,21.46,162.82,172.64,0.67,5
2020-11-27 05:00:00,634.19,2.01,19.88,62.23,29.09,164.37,173.92,0.0,5
2020-11-27 06:00:00,554.09,1.87,17.99,82.25,30.99,147.67,156.11,0.0,5
2020-11-27 07:00:00,370.5,0.79,10.2,104.43,18.6,75.82,80.03,0.11,5
2020-11-27 08:00:00,313.76,0.43,7.97,107.29,13.11,45.89,48.86,1.06,4
2020-11-27 09:00:00,303.75,0.29,8.23,104.43,12.64,34.32,37.18,1.93,4
2020-11-27 10:00:00,327.11,0.18,9.94,100.14,12.64,31.98,35.26,3.07,4
2020-11-27 11:00:00,360.49,0.06,11.48,94.41,11.92,31.52,35.12,4.31,4
2020-11-27 12:00:00,387.19,0.0,11.48,90.84,10.37,29.61,33.28,5.13,4
2020-11-27 13:00:00,427.25,0.0,13.02,85.83,8.82,28.34,32.41,6.21,4
2020-11-27 14:00:00,467.3,0.0,13.37,80.11,7.63,28.6,33.52,7.6,4
2020-11-27 15:00:00,473.98,0.0,12.68,75.82,6.68,29.51,35.34,8.61,4
2020-11-27 16:00:00,487.33,0.0,13.2,69.38,6.74,30.77,37.33,9.63,4
2020-11-27 17:00:00,507.36,0.0,14.91,60.08,7.87,32.96,40.23,10.77,4
2020-11-27 18:00:00,527.38,0.0,16.62,50.78,8.94,35.47,43.15,11.53,4
2020-11-27 19:00:00,540.73,0.0,17.31,41.84,8.58,37.94,45.67,11.91,4
2020-11-27 20:00:00,540.73,0.0,16.45,33.62,7.09,41.05,48.82,12.54,4
2020-11-27 21:00:00,534.06,0.0,15.77,26.82,6.02,45.2,52.98,12.92,4
2020-11-27 22:00:00,527.38,0.01,15.42,22.53,5.42,51.65,59.27,12.92,5
2020-11-27 23:00:00,520.71,0.01,16.28,20.03,5.48,60.92,68.12,11.91,5
2020-11-28 00:00:00,527.38,0.02,18.17,18.77,5.54,69.58,76.5,10.77,5
2020-11-28 01:00:00,574.11,0.06,20.91,18.77,5.6,72.46,79.46,10.64,5
2020-11-28 02:00:00,660.9,1.63,20.22,22.89,5.31,70.49,77.81,11.65,5
2020-11-28 03:00:00,667.57,3.27,14.4,42.2,5.25,68.17,74.83,11.02,5
2020-11-28 04:00:00,514.03,2.04,9.34,72.96,10.13,56.2,61.15,7.22,5
2020-11-28 05:00:00,480.65,1.63,8.4,94.41,13.59,52.19,56.83,5.89,5
2020-11-28 06:00:00,440.6,1.31,7.88,115.87,17.41,45.99,50.45,4.69,4
2020-11-28 07:00:00,323.77,0.79,5.18,120.16,17.64,30.51,33.24,3.1,4
2020-11-28 08:00:00,297.07,0.56,4.2,124.45,14.54,25.07,27.1,2.79,4
2020-11-28 09:00:00,297.07,0.5,4.5,128.75,13.23,23.41,25.27,2.88,3
2020-11-28 10:00:00,480.65,1.23,12.85,111.58,11.09,25.62,28.79,6.4,4
2020-11-28 11:00:00,821.11,1.33,27.42,82.97,9.18,31.24,36.38,10.39,4
2020-11-28 12:00:00,1228.33,0.11,47.3,44.7,8.58,37.41,44.24,12.67,4
2020-11-28 13:00:00,1642.23,0.24,65.8,14.66,9.54,46.44,55.31,14.57,4
2020-11-28 14:00:00,1842.5,2.99,64.43,1.92,10.49,55.34,66.77,16.21,5
2020-11-28 15:00:00,1628.88,4.75,47.3,0.95,9.06,56.19,69.24,17.23,5
2020-11-28 16:00:00,1041.41,0.48,32.9,10.55,9.42,44.37,54.86,15.33,4
2020-11-28 17:00:00,747.68,0.04,24.33,17.88,8.82,37.46,46.45,13.93,4
2020-11-28 18:00:00,640.87,0.03,21.08,19.49,6.97,36.54,44.71,13.55,4
2020-11-28 19:00:00,574.11,0.02,17.99,20.92,4.95,39.44,46.75,13.3,4
2020-11-28 20:00:00,527.38,0.01,15.59,21.82,3.93,46.16,53.06,13.3,4
2020-11-28 21:00:00,514.03,0.01,14.91,20.92,3.64,55.04,61.78,12.79,5
2020-11-28 22:00:00,520.71,0.01,13.88,20.21,3.07,66.76,73.51,10.64,5
2020-11-28 23:00:00,540.73,0.02,13.2,18.77,2.33,78.95,85.83,8.04,5
2020-11-29 00:00:00,567.44,0.05,13.71,16.27,2.09,89.62,96.86,6.78,5
2020-11-29 01:00:00,634.19,0.24,16.62,11.98,2.44,98.13,106.14,6.4,5
2020-11-29 02:00:00,774.38,2.21,19.19,9.74,3.19,106.54,115.72,7.28,5
2020-11-29 03:00:00,854.49,5.36,16.62,22.53,4.23,115.13,124.79,8.87,5
2020-11-29 04:00:00,707.63,2.91,13.88,66.52,16.21,124.15,132.8,6.33,5
2020-11-29 05:00:00,674.25,2.46,13.54,100.14,25.03,124.66,133.33,6.4,5
2020-11-29 06:00:00,607.49,1.66,12.0,138.76,31.95,121.37,129.69,6.71,5
2020-11-29 07:00:00,410.56,0.6,5.23,154.5,23.13,80.49,85.35,3.83,5
2020-11-29 08:00:00,327.11,0.4,3.56,145.91,17.41,55.57,58.81,2.79,5
2020-11-29 09:00:00,293.73,0.36,3.6,138.76,15.97,44.52,47.18,2.47,4
2020-11-29 10:00:00,467.3,0.96,12.0,118.73,14.42,43.79,47.58,6.65,4
2020-11-29 11:00:00,794.41,0.81,26.39,105.86,14.54,50.65,56.53,14.44,5
2020-11-29 12:00:00,1041.41,0.04,41.47,86.55,15.5,58.25,66.0,22.29,5
2020-11-29 13:00:00,1335.14,0.0,59.63,63.66,17.88,69.24,78.97,30.4,5
2020-11-29 14:00:00,1762.39,0.0,74.03,38.62,21.7,81.77,94.18,37.49,5
2020-11-29 15:00:00,1869.2,0.01,69.23,22.35,20.98,87.53,102.14,35.97,5
2020-11-29 16:00:00,1335.14,0.0,45.24,22.17,16.93,72.82,85.56,24.32,5
2020-11-29 17:00:00,934.6,0.01,30.5,22.17,12.64,60.57,71.92,18.75,5
2020-11-29 18:00:00,720.98,0.01,22.28,22.71,7.87,53.7,63.66,15.58,5
2020-11-29 19:00:00,634.19,0.03,18.17,20.39,3.99,50.96,59.75,13.55,5
2020-11-29 20:00:00,640.87,0.07,18.51,13.95,2.74,53.28,61.96,13.93,5
2020-11-29 21:00:00,660.9,0.18,21.59,8.05,2.92,58.19,67.23,14.44,5
2020-11-29 22:00:00,687.6,0.42,23.65,4.2,3.25,63.39,72.78,14.31,5
2020-11-29 23:00:00,687.6,0.78,21.94,2.57,2.74,67.48,77.11,11.65,5
2020-11-30 00:00:00,687.6,1.3,19.36,2.01,2.38,70.78,80.41,7.66,5
2020-11-30 01:00:00,687.6,1.15,20.22,3.84,3.93,74.53,83.94,6.78,5
2020-11-30 02:00:00,807.76,4.08,20.91,4.74,4.95,81.61,92.18,7.66,5
2020-11-30 03:00:00,921.25,8.16,18.68,16.63,6.97,90.27,101.43,8.87,5
2020-11-30 04:00:00,801.09,4.81,18.85,55.08,22.17,102.66,113.01,6.4,5
2020-11-30 05:00:00,774.38,4.02,18.85,84.4,31.95,104.98,115.44,6.71,5
2020-11-30 06:00:00,700.95,2.93,17.82,117.3,40.05,99.33,109.43,6.9,5
2020-11-30 07:00:00,417.23,0.81,6.6,147.34,35.29,65.6,70.98,3.55,5
2020-11-30 08:00:00,347.14,0.42,4.07,154.5,28.13,59.18,63.34,2.72,5
2020-11-30 09:00:00,323.77,0.36,4.24,153.07,25.03,56.41,60.26,2.72,5
2020-11-30 10:00:00,560.76,1.05,15.08,124.45,20.27,58.22,63.64,6.59,5
2020-11-30 11:00:00,1001.36,0.96,34.27,88.69,16.69,65.75,73.72,11.65,5
2020-11-30 12:00:00,1388.55,0.05,58.26,56.51,16.69,73.94,84.37,17.99,5
2020-11-30 13:00:00,1735.69,0.02,84.31,27.54,18.84,86.06,99.28,25.33,5
2020-11-30 14:00:00,2109.53,1.57,97.33,5.32,21.22,98.92,115.98,28.37,5
2020-11-30 15:00:00,2162.93,5.14,86.37,0.63,18.6,105.75,126.76,26.35,5
2020-11-30 16:00:00,1949.31,5.7,68.55,0.44,15.26,104.74,125.98,22.29,5
2020-11-30 17:00:00,1668.93,6.2,54.15,0.36,12.99,101.12,121.65,19.51,5
2020-11-30 18:00:00,1388.55,6.54,42.16,0.34,10.13,92.19,110.85,17.73,5
2020-11-30 19:00:00,1161.58,5.92,34.62,0.33,7.03,82.65,98.75,15.96,5
2020-11-30 20:00:00,988.01,4.41,29.82,0.46,5.6,76.09,90.33,13.93,5
2020-11-30 21:00:00,841.14,3.05,26.39,0.79,6.08,71.57,84.41,12.16,5
2020-11-30 22:00:00,720.98,1.33,23.65,2.3,7.15,66.25,77.46,10.89,5
2020-11-30 23:00:00,647.54,0.62,20.05,4.07,5.9,63.43,73.71,9.5,5
2020-12-01 00:00:00,627.52,0.52,17.99,5.32,4.83,62.96,72.55,8.49,5
2020-12-01 01:00:00,687.6,1.1,19.88,4.56,5.19,64.91,74.62,7.79,5
2020-12-01 02:00:00,834.47,4.69,22.28,4.83,6.68,67.96,78.6,8.36,5
2020-12-01 03:00:00,921.25,9.84,19.88,14.84,8.46,69.17,79.93,9.63,5
2020-12-01 04:00:00,767.71,7.6,23.65,45.06,24.08,68.81,78.29,7.73,5
2020-12-01 05:00:00,814.44,9.16,31.19,65.09,48.64,74.64,85.64,7.35,5
2020-12-01 06:00:00,921.25,10.51,40.78,81.54,85.83,86.95,100.05,6.71,5
2020-12-01 07:00:00,767.71,3.49,22.96,140.19,103.95,98.19,109.43,3.39,5
2020-12-01 08:00:00,627.52,1.51,13.37,165.94,80.11,93.0,101.67,2.41,5
2020-12-01 09:00:00,580.79,0.91,10.97,177.38,70.57,93.89,101.64,1.77,5
2020-12-01 10:00:00,767.71,1.2,19.88,147.34,53.88,99.33,108.12,5.32,5
2020-12-01 11:00:00,1094.82,0.85,36.33,107.29,39.58,106.62,117.73,10.64,5
2020-12-01 12:00:00,1428.6,0.04,54.15,72.96,35.29,113.64,126.85,16.97,5
2020-12-01 13:00:00,1922.61,0.0,78.14,44.35,36.72,126.54,142.43,25.84,5
2020-12-01 14:00:00,2269.75,0.01,95.96,26.11,39.58,139.43,158.82,35.47,5
2020-12-01 15:00:00,2243.04,0.05,97.33,18.95,40.05,145.91,169.02,42.56,5
2020-12-01 16:00:00,2162.93,0.1,95.96,15.2,39.1,151.42,178.02,47.62,5
2020-12-01 17:00:00,2349.85,0.95,102.82,6.17,38.62,164.48,194.81,53.2,5
2020-12-01 18:00:00,2429.96,3.91,94.59,1.13,32.9,174.99,206.25,51.68,5
2020-12-01 19:00:00,2029.42,2.91,65.8,1.68,17.64,164.27,190.17,30.4,5
2020-12-01 20:00:00,1535.42,0.92,44.55,3.71,8.23,143.67,164.21,17.99,5
2020-12-01 21:00:00,1161.58,0.33,30.5,5.99,4.71,121.76,138.34,12.92,5
2020-12-01 22:00:00,894.55,0.14,21.25,8.32,2.83,99.85,113.06,9.88,5
2020-12-01 23:00:00,761.03,0.17,16.62,8.23,1.94,85.28,96.39,7.66,5
2020-12-02 00:00:00,720.98,0.42,15.77,5.99,1.97,79.71,90.12,6.46,5
2020-12-02 01:00:00,774.38,2.26,17.99,2.17,3.87,80.0,91.0,6.14,5
2020-12-02 02:00:00,947.95,8.38,19.19,1.7,5.72,83.43,95.82,6.97,5
2020-12-02 03:00:00,1094.82,15.42,18.17,7.87,6.44,84.75,97.49,8.61,5
2020-12-02 04:00:00,827.79,6.65,22.62,46.49,13.11,83.79,93.05,7.47,5
2020-12-02 05:00:00,794.41,5.59,21.94,70.1,14.78,84.07,92.98,7.92,5
2020-12-02 06:00:00,720.98,3.69,18.51,101.57,16.69,81.53,89.85,8.36,5
2020-12-02 07:00:00,453.95,0.83,7.03,158.79,46.25,85.23,92.17,2.5,5
2020-12-02 08:00:00,393.87,0.41,4.37,174.52,58.17,97.56,104.84,0.03,5
2020-12-02 09:00:00,370.5,0.32,4.24,177.38,55.31,96.91,104.08,0.0,5
2020-12-02 10:00:00,560.76,0.87,14.4,144.48,44.82,100.87,109.44,3.52,5
2020-12-02 11:00:00,814.44,0.69,30.16,108.72,36.24,107.42,118.43,9.88,5
2020-12-02 12:00:00,988.01,0.03,44.55,82.25,34.81,117.04,130.26,14.82,5
2020-12-02 13:00:00,1268.39,0.0,63.06,59.37,36.24,131.68,147.35,20.52,5
2020-12-02 14:00:00,1562.12,0.01,78.83,32.9,33.85,144.7,164.32,26.85,5
2020-12-02 15:00:00,1708.98,0.22,82.94,13.59,25.27,155.22,179.5,27.11,5
2020-12-02 16:00:00,1762.39,1.87,76.77,3.35,14.66,163.01,190.54,20.52,5
2020-12-02 17:00:00,1895.9,6.2,68.55,0.36,10.49,171.18,200.35,16.72,5
2020-12-02 18:00:00,1976.01,8.38,60.32,0.22,7.57,175.72,203.72,14.82,5
2020-12-02 19:00:00,1735.69,3.02,48.67,1.35,5.54,164.97,187.14,14.57,5
2020-12-02 20:00:00,1495.36,0.85,40.78,3.09,4.35,153.44,172.13,13.55,5
2020-12-02 21:00:00,1335.14,0.78,37.01,3.4,5.78,144.58,160.96,12.79,5
2020-12-02 22:00:00,1161.58,1.05,33.24,2.64,8.58,129.46,143.91,11.27,5
2020-12-02 23:00:00,988.01,1.06,27.08,2.48,7.27,110.38,123.26,8.87,5
2020-12-03 00:00:00,867.84,1.03,21.94,3.0,5.01,95.97,107.74,7.66,5
2020-12-03 01:00:00,854.49,2.15,20.05,2.66,4.17,88.32,100.01,7.41,5
2020-12-03 02:00:00,1001.36,6.71,20.39,2.46,4.41,87.24,99.89,7.98,5
2020-12-03 03:00:00,1094.82,11.62,18.85,10.1,5.07,86.24,98.9,10.13,5
2020-12-03 04:00:00,827.79,5.2,19.19,47.92,22.89,94.96,105.55,7.35,5
2020-12-03 05:00:00,841.14,4.58,19.36,73.67,34.81,108.84,120.19,6.08,5
2020-12-03 06:00:00,854.49,3.58,19.19,103.0,51.02,124.74,136.65,4.94,5
2020-12-03 07:00:00,660.9,1.41,11.48,155.93,97.28,136.33,147.73,1.01,5
2020-12-03 08:00:00,554.09,0.75,8.05,177.38,106.81,144.51,156.25,0.0,5
2020-12-03 09:00:00,527.38,0.52,7.54,188.83,103.95,149.96,161.71,0.0,5
2020-12-03 10:00:00,720.98,0.87,18.51,167.37,86.78,157.79,170.95,2.0,5
2020-12-03 11:00:00,988.01,0.55,36.67,147.34,80.11,180.08,195.8,7.16,5
2020-12-03 12:00:00,1121.52,0.02,50.04,121.59,75.34,192.01,210.29,12.16,5
2020-12-03 13:00:00,1308.44,0.0,63.75,89.41,70.57,198.17,219.02,18.49,5
2020-12-03 14:00:00,1575.47,0.0,78.14,61.51,66.76,209.93,234.5,26.09,5
2020-12-03 15:00:00,1789.09,0.0,86.37,41.13,60.08,226.78,256.24,32.42,5
2020-12-03 16:00:00,1949.31,0.04,85.0,21.82,34.33,240.87,274.51,28.12,5
2020-12-03 17:00:00,2136.23,0.87,83.63,6.71,18.12,252.4,287.44,24.32,5
2020-12-03 18:00:00,2189.64,2.99,75.4,1.52,11.92,249.88,281.21,23.31,5
2020-12-03 19:00:00,1495.36,0.02,48.67,19.85,18.84,196.46,214.35,19.51,5
2020-12-03 20:00:00,1134.87,0.01,33.24,19.85,9.78,152.77,167.54,16.47,5
2020-12-03 21:00:00,894.55,0.02,23.99,17.88,5.66,124.03,137.29,12.79,5
2020-12-03 22:00:00,727.65,0.02,17.82,17.52,4.23,105.19,117.4,9.63,5
2020-12-03 23:00:00,640.87,0.02,14.22,18.77,3.34,97.17,108.56,7.03,5
2020-12-04 00:00:00,620.84,0.04,13.37,19.31,2.83,98.19,109.22,5.38,5
2020-12-04 01:00:00,680.92,0.15,16.79,16.27,3.79,106.52,117.78,4.5,5
2020-12-04 02:00:00,827.79,1.2,21.42,13.77,7.21,119.11,131.43,4.88,5
2020-12-04 03:00:00,921.25,4.08,19.54,26.11,11.44,129.67,142.0,5.19,5
2020-12-04 04:00:00,807.76,3.38,18.34,70.1,28.37,139.58,150.67,3.17,5
2020-12-04 05:00:00,747.68,3.49,19.02,97.28,35.29,132.92,143.54,3.77,5
2020-12-04 06:00:00,660.9,3.13,18.85,123.02,38.62,121.08,130.99,4.69,5
2020-12-04 07:00:00,460.63,1.01,8.14,158.79,35.29,88.58,95.9,3.07,5
2020-12-04 08:00:00,387.19,0.52,4.88,163.08,29.8,72.96,78.75,2.15,5
2020-12-04 09:00:00,360.49,0.43,4.8,161.65,27.66,64.88,69.96,1.85,5
2020-12-04 10:00:00,580.79,1.2,16.62,137.33,24.08,66.86,73.31,6.59,5
2020-12-04 11:00:00,934.6,1.09,37.7,111.58,22.65,75.33,84.52,14.57,5
2020-12-04 12:00:00,1228.33,0.06,59.63,77.96,21.94,84.67,96.07,21.28,5
2020-12-04 13:00:00,1628.88,0.0,85.68,44.7,23.37,95.68,109.65,29.39,5
2020-12-04 14:00:00,2002.72,0.09,109.67,20.03,26.46,108.43,126.36,38.51,5
2020-12-04 15:00:00,2162.93,1.29,117.9,5.5,29.09,120.24,143.29,44.08,5
2020-12-04 16:00:00,2269.75,6.2,108.3,0.62,29.8,133.89,161.13,37.49,5
2020-12-04 17:00:00,2456.67,13.75,95.96,0.04,29.8,149.52,179.55,32.17,5
2020-12-04 18:00:00,2403.26,15.87,76.77,0.05,21.7,149.92,179.02,28.37,5
2020-12-04 19:00:00,1895.9,8.16,56.21,0.45,11.68,127.93,150.74,22.04,5
2020-12-04 20:00:00,1415.25,2.12,40.44,2.03,6.08,106.53,123.75,17.48,5
2020-12-04 21:00:00,1121.52,0.74,29.47,3.44,3.61,93.97,107.93,15.45,5
2020-12-04 22:00:00,947.95,0.61,22.62,3.4,2.24,88.53,100.85,13.3,5
2020-12-04 23:00:00,867.84,0.85,18.34,2.41,1.45,88.4,100.14,9.37,5
2020-12-05 00:00:00,841.14,1.66,15.94,1.19,1.27,91.5,103.12,6.9,5
2020-12-05 01:00:00,881.2,5.03,13.88,0.28,1.61,96.7,108.91,6.4,5
2020-12-05 02:00:00,1081.47,13.52,12.85,0.64,2.59,103.48,117.33,7.98,5
2020-12-05 03:00:00,1295.09,21.91,14.22,4.34,3.58,110.02,124.81,10.51,5
2020-12-05 04:00:00,961.3,8.05,21.25,36.12,18.84,121.59,133.26,7.28,5
2020-12-05 05:00:00,961.3,7.04,23.99,62.23,34.81,134.9,146.93,6.21,5
2020-12-05 06:00:00,1014.71,5.64,26.05,94.41,54.36,147.99,160.35,5.57,5
2020-12-05 07:00:00,614.17,1.38,10.97,157.36,75.34,114.68,123.18,1.49,5
2020-12-05 08:00:00,467.3,0.53,5.48,173.09,60.56,102.61,109.77,0.17,5
2020-12-05 09:00:00,427.25,0.34,4.46,174.52,51.5,95.23,101.65,0.06,5
2020-12-05 10:00:00,574.11,0.73,12.34,145.91,41.49,95.16,102.33,4.24,5
2020-12-05 11:00:00,807.76,0.56,25.36,118.73,35.76,100.01,108.76,10.26,5
2020-12-05 12:00:00,1001.36,0.02,38.04,97.28,35.29,105.84,116.11,15.71,5
2020-12-05 13:00:00,1281.74,0.0,54.84,77.96,37.19,116.58,128.59,22.55,5
2020-12-05 14:00:00,1655.58,0.0,73.34,57.22,40.05,130.24,144.82,32.42,5
2020-12-05 15:00:00,1922.61,0.0,87.74,38.27,41.49,142.91,160.87,41.54,5
2020-12-05 16:00:00,2056.12,0.01,97.33,22.89,41.96,155.33,176.78,46.61,5
2020-12-05 17:00:00,2082.82,0.17,95.96,11.8,40.05,163.56,187.33,49.14,5
2020-12-05 18:00:00,1815.8,0.66,74.03,5.59,29.09,156.56,179.63,45.6,5
2020-12-05 19:00:00,1361.85,0.73,43.87,3.98,12.04,134.59,152.78,28.88,5
2020-12-05 20:00:00,1054.76,0.54,28.45,3.8,5.54,115.48,129.41,20.01,5
2020-12-05 21:00:00,881.2,0.5,22.62,3.31,4.77,104.25,116.01,17.48,5
2020-12-05 22:00:00,774.38,0.45,20.05,3.35,5.48,95.02,105.43,16.72,5
2020-12-05 23:00:00,720.98,0.38,19.02,3.98,5.9,88.81,98.44,16.21,5
2020-12-06 00:00:00,714.3,0.45,19.88,4.16,6.86,87.2,96.62,15.58,5
2020-12-06 01:00:00,781.06,1.16,25.02,3.04,11.21,90.49,100.49,15.83,5
2020-12-06 02:00:00,921.25,5.03,27.08,3.58,14.31,94.5,105.56,16.47,5
2020-12-06 03:00:00,1014.71,11.96,21.59,11.62,12.99,94.64,106.06,15.45,5
2020-12-06 04:00:00,847.82,8.49,21.94,36.48,20.5,95.03,105.05,10.89,5
2020-12-06 05:00:00,827.79,7.49,23.31,58.65,27.18,101.05,111.49,9.63,5
2020-12-06 06:00:00,827.79,5.7,24.33,88.69,35.29,111.68,122.88,8.61,5
2020-12-06 07:00:00,587.46,1.33,10.63,160.22,42.92,108.71,117.09,4.05,5
2020-12-06 08:00:00,487.33,0.53,5.66,180.24,37.19,98.79,105.68,3.01,5
2020-12-06 09:00:00,453.95,0.38,5.06,185.97,33.38,91.85,98.05,2.63,5
2020-12-06 10:00:00,600.82,0.73,12.85,161.65,27.9,91.07,98.15,6.46,5
2020-12-06 11:00:00,827.79,0.55,25.71,141.62,25.51,96.72,105.6,13.43,5
2020-12-06 12:00:00,1001.36,0.02,37.36,117.3,24.8,103.3,113.69,19.0,5
2020-12-06 13:00:00,1255.04,0.0,52.09,94.41,26.23,112.92,125.06,25.84,5
2020-12-06 14:00:00,1522.06,0.0,66.49,74.39,28.61,125.06,139.88,34.45,5
2020-12-06 15:00:00,1602.17,0.0,72.66,59.37,29.33,134.84,152.92,42.05,5
2020-12-06 16:00:00,1575.47,0.0,72.66,47.21,27.66,140.98,162.55,45.6,5
2020-12-06 17:00:00,1588.82,0.0,73.34,37.55,27.18,147.62,171.75,49.14,5
2020-12-06 18:00:00,1602.17,0.0,72.66,31.83,26.7,151.69,176.99,52.18,5
2020-12-06 19:00:00,1522.06,0.0,66.49,30.4,25.03,151.51,176.1,54.21,5
2020-12-06 20:00:00,1468.66,0.0,61.69,27.18,23.37,154.01,178.14,56.74,5
2020-12-06 21:00:00,1495.36,0.01,61.69,21.1,22.17,160.42,184.31,60.29,5
2020-12-06 22:00:00,1588.82,0.04,65.12,14.13,21.22,167.62,190.81,63.84,5
2020-12-06 23:00:00,1628.88,0.19,65.8,8.23,20.03,172.91,195.18,67.89,5
2020-12-07 00:00:00,1642.23,0.81,64.43,3.4,18.6,175.59,196.92,70.93,5
2020-12-07 01:00:00,1682.28,4.81,60.32,0.37,16.69,175.29,196.16,69.92,5
2020-12-07 02:00:00,1895.9,17.21,54.15,1.7,17.17,177.23,199.74,71.94,5
2020-12-07 03:00:00,2189.64,32.63,48.67,8.76,18.6,179.87,204.01,73.97,5
2020-12-07 04:00:00,2056.12,23.92,48.67,28.61,18.12,180.35,202.41,55.22,5
2020-12-07 05:00:00,1708.98,10.39,41.47,74.39,16.93,183.56,202.36,30.4,5
2020-12-07 06:00:00,1268.39,3.47,25.02,144.48,22.17,181.71,196.67,17.99,5
